Скъперникът,"Малък Градски Театър ""Зад Канала"":София",2018-02-01 19:00,http://www.eventim.bg/bg/bileti/malk-gradski-teatr-zad-kanala-sofi-malk-gradski-teatr-zad-kanala-227/events.html,http://bg.content.eventim.com/static/uploaded/bg/50yy_300_300.jpg
Балкански синдром,"Малък Градски Театър ""Зад Канала"":София",2018-02-02 19:00,http://www.eventim.bg/bg/bileti/malk-gradski-teatr-zad-kanala-sofi-malk-gradski-teatr-zad-kanala-227/events.html,http://bg.content.eventim.com/static/uploaded/bg/50yy_300_300.jpg
Шведска защита,"Малък Градски Театър ""Зад Канала"":София",2018-02-03 19:00,http://www.eventim.bg/bg/bileti/malk-gradski-teatr-zad-kanala-sofi-malk-gradski-teatr-zad-kanala-227/events.html,http://bg.content.eventim.com/static/uploaded/bg/50yy_300_300.jpg
Ритъм енд блус 1,"Малък Градски Театър ""Зад Канала"":София",2018-02-04 19:00,http://www.eventim.bg/bg/bileti/malk-gradski-teatr-zad-kanala-sofi-malk-gradski-teatr-zad-kanala-227/events.html,http://bg.content.eventim.com/static/uploaded/bg/50yy_300_300.jpg
Болница накрай света,"Малък Градски Театър ""Зад Канала"":София",2018-02-06 19:00,http://www.eventim.bg/bg/bileti/malk-gradski-teatr-zad-kanala-sofi-malk-gradski-teatr-zad-kanala-227/events.html,http://bg.content.eventim.com/static/uploaded/bg/50yy_300_300.jpg
Недоразбраната цивилизация,"Малък Градски Театър ""Зад Канала"":София",2018-02-07 19:00,http://www.eventim.bg/bg/bileti/malk-gradski-teatr-zad-kanala-sofi-malk-gradski-teatr-zad-kanala-227/events.html,http://bg.content.eventim.com/static/uploaded/bg/50yy_300_300.jpg
Пияните,"Малък Градски Театър ""Зад Канала"":София",2018-02-08 19:00,http://www.eventim.bg/bg/bileti/malk-gradski-teatr-zad-kanala-sofi-malk-gradski-teatr-zad-kanala-227/events.html,http://bg.content.eventim.com/static/uploaded/bg/50yy_300_300.jpg
Апартаментът,"Малък Градски Театър ""Зад Канала"":София",2018-02-09 19:00,http://www.eventim.bg/bg/bileti/malk-gradski-teatr-zad-kanala-sofi-malk-gradski-teatr-zad-kanala-227/events.html,http://bg.content.eventim.com/static/uploaded/bg/50yy_300_300.jpg
Бел Ами,"Малък Градски Театър ""Зад Канала"":София",2018-02-10 19:00,http://www.eventim.bg/bg/bileti/malk-gradski-teatr-zad-kanala-sofi-malk-gradski-teatr-zad-kanala-227/events.html,http://bg.content.eventim.com/static/uploaded/bg/50yy_300_300.jpg
Лодка в гората,"Малък Градски Театър ""Зад Канала"":София",2018-02-11 19:00,http://www.eventim.bg/bg/bileti/malk-gradski-teatr-zad-kanala-sofi-malk-gradski-teatr-zad-kanala-227/events.html,http://bg.content.eventim.com/static/uploaded/bg/50yy_300_300.jpg
ТЕАТРАЛЕН КОНЦЕРТ,Учебен куклен театър НАТФИЗ:София,2018-02-01 19:00,http://www.eventim.bg/bg/bileti/uceben-kuklen-teatr-natfiz-sezon-20172018-sofi-uceben-kuklen-teatr-natfiz-237/events.html,http://bg.content.eventim.com/static/uploaded/bg/rgi4_300_300.jpg
ТЕАТРАЛЕН КОНЦЕРТ,Учебен куклен театър НАТФИЗ:София,2018-02-08 19:00,http://www.eventim.bg/bg/bileti/uceben-kuklen-teatr-natfiz-sezon-20172018-sofi-uceben-kuklen-teatr-natfiz-237/events.html,http://bg.content.eventim.com/static/uploaded/bg/rgi4_300_300.jpg
ТАЛАСЪМА ТРОПАЛАН,Учебен куклен театър НАТФИЗ:София,2018-02-10 11:00,http://www.eventim.bg/bg/bileti/uceben-kuklen-teatr-natfiz-sezon-20172018-sofi-uceben-kuklen-teatr-natfiz-237/events.html,http://bg.content.eventim.com/static/uploaded/bg/rgi4_300_300.jpg
ТАЛАСЪМА ТРОПАЛАН,Учебен куклен театър НАТФИЗ:София,2018-02-17 11:00,http://www.eventim.bg/bg/bileti/uceben-kuklen-teatr-natfiz-sezon-20172018-sofi-uceben-kuklen-teatr-natfiz-237/events.html,http://bg.content.eventim.com/static/uploaded/bg/rgi4_300_300.jpg
ТЕАТРАЛЕН КОНЦЕРТ,Учебен куклен театър НАТФИЗ:София,2018-02-28 19:00,http://www.eventim.bg/bg/bileti/uceben-kuklen-teatr-natfiz-sezon-20172018-sofi-uceben-kuklen-teatr-natfiz-237/events.html,http://bg.content.eventim.com/static/uploaded/bg/rgi4_300_300.jpg
НОС от Н.В. Гогол,Учебен драматичен театър НАТФИЗ - Голяма сцена:София,2018-02-01 19:00,http://www.eventim.bg/bg/bileti/uceben-dramaticen-teatr-natfiz-sezon-20172018-sofi-219/events.html,http://bg.content.eventim.com/static/uploaded/bg/rgi4_300_300.jpg
PAPAS IN MOTION,Учебен драматичен театър НАТФИЗ - Сцена 47:София,2018-02-02 19:30,http://www.eventim.bg/bg/bileti/uceben-dramaticen-teatr-natfiz-sezon-20172018-sofi-219/events.html,http://bg.content.eventim.com/static/uploaded/bg/rgi4_300_300.jpg
АНТИХРИСТ-СУПЕРЗВЕЗДА,Учебен драматичен театър НАТФИЗ - Голяма сцена:София,2018-02-06 19:00,http://www.eventim.bg/bg/bileti/uceben-dramaticen-teatr-natfiz-sezon-20172018-sofi-219/events.html,http://bg.content.eventim.com/static/uploaded/bg/rgi4_300_300.jpg
ЧЕРНА ДУПКА,Учебен драматичен театър НАТФИЗ - Сцена 47:София,2018-02-07 19:30,http://www.eventim.bg/bg/bileti/uceben-dramaticen-teatr-natfiz-sezon-20172018-sofi-219/events.html,http://bg.content.eventim.com/static/uploaded/bg/rgi4_300_300.jpg
КУМ ЛИСАН,Учебен драматичен театър НАТФИЗ - Сцена 47:София,2018-02-08 19:30,http://www.eventim.bg/bg/bileti/uceben-dramaticen-teatr-natfiz-sezon-20172018-sofi-219/events.html,http://bg.content.eventim.com/static/uploaded/bg/rgi4_300_300.jpg
PAPAS IN MOTION,Учебен драматичен театър НАТФИЗ - Сцена 47:София,2018-02-09 19:30,http://www.eventim.bg/bg/bileti/uceben-dramaticen-teatr-natfiz-sezon-20172018-sofi-219/events.html,http://bg.content.eventim.com/static/uploaded/bg/rgi4_300_300.jpg
ОРИЕНТ ЕКСПРЕС,Учебен драматичен театър НАТФИЗ - Сцена 47:София,2018-02-10 19:30,http://www.eventim.bg/bg/bileti/uceben-dramaticen-teatr-natfiz-sezon-20172018-sofi-219/events.html,http://bg.content.eventim.com/static/uploaded/bg/rgi4_300_300.jpg
СЪН В ЛЯТНА НОЩ,Учебен драматичен театър НАТФИЗ - Голяма сцена:София,2018-02-14 19:00,http://www.eventim.bg/bg/bileti/uceben-dramaticen-teatr-natfiz-sezon-20172018-sofi-219/events.html,http://bg.content.eventim.com/static/uploaded/bg/rgi4_300_300.jpg
СЪН В ЛЯТНА НОЩ,Учебен драматичен театър НАТФИЗ - Голяма сцена:София,2018-02-15 19:00,http://www.eventim.bg/bg/bileti/uceben-dramaticen-teatr-natfiz-sezon-20172018-sofi-219/events.html,http://bg.content.eventim.com/static/uploaded/bg/rgi4_300_300.jpg
PAPAS IN MOTION,Учебен драматичен театър НАТФИЗ - Сцена 47:София,2018-02-15 19:30,http://www.eventim.bg/bg/bileti/uceben-dramaticen-teatr-natfiz-sezon-20172018-sofi-219/events.html,http://bg.content.eventim.com/static/uploaded/bg/rgi4_300_300.jpg
ВЕРЕСИИ,Театър 199:София,2018-02-01 19:30,http://www.eventim.bg/bg/bileti/theater-199-sofi-teatr-199-46/events.html,http://bg.content.eventim.com/static/uploaded/bg/9gmk_300_300.jpg
СИМУЛАТОР ЗА ЧИФТОСВАНЕ,Театър 199:София,2018-02-02 19:30,http://www.eventim.bg/bg/bileti/theater-199-sofi-teatr-199-46/events.html,http://bg.content.eventim.com/static/uploaded/bg/9gmk_300_300.jpg
БАРОН МЮНХАУЗЕН,Театър 199:София,2018-02-03 11:30,http://www.eventim.bg/bg/bileti/theater-199-sofi-teatr-199-46/events.html,http://bg.content.eventim.com/static/uploaded/bg/9gmk_300_300.jpg
"ПРИЯТНО МИ Е, ИВА  - премиера",Театър 199:София,2018-02-03 19:30,http://www.eventim.bg/bg/bileti/theater-199-sofi-teatr-199-46/events.html,http://bg.content.eventim.com/static/uploaded/bg/9gmk_300_300.jpg
СВЕТУЛКИ,Театър 199:София,2018-02-04 11:30,http://www.eventim.bg/bg/bileti/theater-199-sofi-teatr-199-46/events.html,http://bg.content.eventim.com/static/uploaded/bg/9gmk_300_300.jpg
ПУХЕНИЯТ,Театър 199:София,2018-02-04 19:30,http://www.eventim.bg/bg/bileti/theater-199-sofi-teatr-199-46/events.html,http://bg.content.eventim.com/static/uploaded/bg/9gmk_300_300.jpg
РИБАРЯТ И НЕГОВАТА ДУША,Театър 199:София,2018-02-05 19:30,http://www.eventim.bg/bg/bileti/theater-199-sofi-teatr-199-46/events.html,http://bg.content.eventim.com/static/uploaded/bg/9gmk_300_300.jpg
ЧАМКОРИЯ,Театър 199:София,2018-02-06 19:30,http://www.eventim.bg/bg/bileti/theater-199-sofi-teatr-199-46/events.html,http://bg.content.eventim.com/static/uploaded/bg/9gmk_300_300.jpg
ЧАМКОРИЯ,Театър 199:София,2018-02-07 19:30,http://www.eventim.bg/bg/bileti/theater-199-sofi-teatr-199-46/events.html,http://bg.content.eventim.com/static/uploaded/bg/9gmk_300_300.jpg
СЪДЕБНА ГРЕШКА,Театър 199:София,2018-02-08 19:30,http://www.eventim.bg/bg/bileti/theater-199-sofi-teatr-199-46/events.html,http://bg.content.eventim.com/static/uploaded/bg/9gmk_300_300.jpg
КАМЕЛИЯ ТОДОРОВА и МИЛЕН КУКОШАРОВ,Sofia Live Club:Sofia,2018-02-01 20:00,http://www.eventim.bg/bg/bileti/kameli-todoroba-i-milen-kukosarob-sofia-live-club-482779/event.html,http://bg.content.eventim.com/static/uploaded/bg/xtq9_200_200.jpg
Терминал 1 представя : КОНТРОЛ,клуб Терминал 1:София,2018-02-01 22:30,http://www.eventim.bg/bg/bileti/terminal-1-predstav-kontrol-sofi-klub-483769/event.html,http://bg.content.eventim.com/static/uploaded/bg/i8q3_200_200.jpg
КАРМЕН / CARMEN,"Градски Дом на Културата ""Борис Христов"":Пловдив",2018-02-02 19:00,http://www.eventim.bg/bg/bileti/opera-plovdiv-plovdiv-sofi-37/events.html,http://bg.content.eventim.com/static/uploaded/bg/kgrq_300_300.jpg
МЕЧО ПУХ,"Градски Дом на Културата ""Борис Христов"":Пловдив",2018-02-03 11:00,http://www.eventim.bg/bg/bileti/opera-plovdiv-plovdiv-sofi-37/events.html,http://bg.content.eventim.com/static/uploaded/bg/kgrq_300_300.jpg
ВЕСКО ЕШКЕНАЗИ и ГОДИШНИТЕ ВРЕМЕНА,"Градски Дом на Културата ""Борис Христов"":Пловдив",2018-02-03 19:00,http://www.eventim.bg/bg/bileti/opera-plovdiv-plovdiv-sofi-37/events.html,http://bg.content.eventim.com/static/uploaded/bg/kgrq_300_300.jpg
ФРЕНСКА ФАНТАЗИЯ ЗА ФЛЕЙТА,"Градски Дом на Културата ""Борис Христов"":Пловдив",2018-02-09 19:00,http://www.eventim.bg/bg/bileti/opera-plovdiv-plovdiv-sofi-37/events.html,http://bg.content.eventim.com/static/uploaded/bg/kgrq_300_300.jpg
СНЕЖАНКА И СЕДЕМТЕ ДЖУДЖЕТА,"Градски Дом на Културата ""Борис Христов"":Пловдив",2018-02-10 11:00,http://www.eventim.bg/bg/bileti/opera-plovdiv-plovdiv-sofi-37/events.html,http://bg.content.eventim.com/static/uploaded/bg/kgrq_300_300.jpg
LA DONNA E MOBILE - СОПРАНО КОЛЕКЦИЯ,"Градски Дом на Културата ""Борис Христов"":Пловдив",2018-02-10 19:00,http://www.eventim.bg/bg/bileti/opera-plovdiv-plovdiv-sofi-37/events.html,http://bg.content.eventim.com/static/uploaded/bg/kgrq_300_300.jpg
ОПЕРА БУТИК: БАКХУС / BACCHUS,"Градски Дом на Културата ""Борис Христов"":Пловдив",2018-02-13 19:00,http://www.eventim.bg/bg/bileti/opera-plovdiv-plovdiv-sofi-37/events.html,http://bg.content.eventim.com/static/uploaded/bg/kgrq_300_300.jpg
ТРУБАДУР / IL TROVATORE,"Градски Дом на Културата ""Борис Христов"":Пловдив",2018-02-16 19:00,http://www.eventim.bg/bg/bileti/opera-plovdiv-plovdiv-sofi-37/events.html,http://bg.content.eventim.com/static/uploaded/bg/kgrq_300_300.jpg
МОЯТА ПРЕКРАСНА ЛЕЙДИ / MY FAIR LADY,"Градски Дом на Културата ""Борис Христов"":Пловдив",2018-02-24 19:00,http://www.eventim.bg/bg/bileti/opera-plovdiv-plovdiv-sofi-37/events.html,http://bg.content.eventim.com/static/uploaded/bg/kgrq_300_300.jpg
ЛЕБЕДОВО ЕЗЕРО,Софийска опера и балет:София,2018-02-02 19:00,http://www.eventim.bg/bg/bileti/sofia-opera-and-ballet-sofi-sofiska-opera-i-balet-49/events.html,http:
ЛЕБЕДОВО ЕЗЕРО,Софийска опера и балет:София,2018-02-03 19:00,http://www.eventim.bg/bg/bileti/sofia-opera-and-ballet-sofi-sofiska-opera-i-balet-49/events.html,http:
КАРМЕН,Софийска опера и балет:София,2018-02-08 19:00,http://www.eventim.bg/bg/bileti/sofia-opera-and-ballet-sofi-sofiska-opera-i-balet-49/events.html,http:
КАРМЕН,Софийска опера и балет:София,2018-02-09 19:00,http://www.eventim.bg/bg/bileti/sofia-opera-and-ballet-sofi-sofiska-opera-i-balet-49/events.html,http:
КОРСАР,Софийска опера и балет:София,2018-02-10 19:00,http://www.eventim.bg/bg/bileti/sofia-opera-and-ballet-sofi-sofiska-opera-i-balet-49/events.html,http:
КОРСАР,Софийска опера и балет:София,2018-02-11 16:00,http://www.eventim.bg/bg/bileti/sofia-opera-and-ballet-sofi-sofiska-opera-i-balet-49/events.html,http:
БАЛ С МАСКИ,Софийска опера и балет:София,2018-02-15 19:00,http://www.eventim.bg/bg/bileti/sofia-opera-and-ballet-sofi-sofiska-opera-i-balet-49/events.html,http:
БАЛ С МАСКИ,Софийска опера и балет:София,2018-02-16 19:00,http://www.eventim.bg/bg/bileti/sofia-opera-and-ballet-sofi-sofiska-opera-i-balet-49/events.html,http:
ДАМАТА С КАМЕЛИИТЕ,Софийска опера и балет:София,2018-02-17 19:00,http://www.eventim.bg/bg/bileti/sofia-opera-and-ballet-sofi-sofiska-opera-i-balet-49/events.html,http:
ЗОРБА ГЪРКЪТ,Софийска опера и балет:София,2018-02-18 16:00,http://www.eventim.bg/bg/bileti/sofia-opera-and-ballet-sofi-sofiska-opera-i-balet-49/events.html,http:
Отвличане от Сарая - Опера от В.А.Моцарт,Кино театър „Освобождение“ СДКТРБ:Sofia,2018-02-02 19:00,http://www.eventim.bg/bg/bileti/otvlicane-ot-sara-opera-bamocart-sofia-kino-teatr-osvobozdenie-sdktrb-482407/event.html,http://bg.content.eventim.com/static/uploaded/bg/o4ox_200_200.jpg
Комедийно шоу Шегоубийци – с хумора шега не бива,JOY Station:София,2018-02-02 20:00,http://www.eventim.bg/bg/bileti/segoubici-s-humora-sega-ne-biva-sofi-joy-station-482654/event.html,http://bg.content.eventim.com/static/uploaded/bg/oalx_200_200.jpg
Бог Рок,Club City Stage:София,2018-02-02 22:00,http://www.eventim.bg/bg/bileti/bog-rok-sofi-club-city-stage-482423/event.html,http://bg.content.eventim.com/static/uploaded/bg/10xr_200_200.jpg
CELEBRATE DIVERSITY,Party Hall:Sofia,2018-02-02 23:00,http://www.eventim.bg/bg/bileti/celebrate-diversity-sofia-party-hall-482304/event.html,http://bg.content.eventim.com/static/uploaded/bg/dc1d_200_200.jpg
"Шегите, които Бог си прави",Theatro:София,2018-02-03 19:00,http://www.eventim.bg/bg/bileti/segite-koito-bog-si-pravi-sofi-theatro-450611/event.html,http://bg.content.eventim.com/static/uploaded/bg/cira_200_200.jpg
"Шегите, които Бог си прави",Theatro:София,2018-02-20 19:00,http://www.eventim.bg/bg/bileti/segite-koito-bog-si-pravi-sofi-theatro-450611/event.html,http://bg.content.eventim.com/static/uploaded/bg/cira_200_200.jpg
BOOGIE JUNGLE FEVER & LIVE BAND,Sofia Live Club:Sofia,2018-02-03 22:00,http://www.eventim.bg/bg/bileti/boogie-jungle-fever-live-band-sofia-club-482780/event.html,http://bg.content.eventim.com/static/uploaded/bg/kxc0_200_200.jpg
Терминал 1 представя: ALGIERS /USA,клуб Терминал 1:София,2018-02-03 22:00,http://www.eventim.bg/bg/bileti/terminal-1-predstav-algiers-usa-sofi-klub-479473/event.html,http://bg.content.eventim.com/static/uploaded/bg/pyy8_200_200.jpg
Строежа представя: ГРАДСКИ ЛЕГЕНДИ 6,Клуб Строежа:София,2018-02-03 22:30,http://www.eventim.bg/bg/bileti/stroeza-predstav-gradski-legendi-6-sofi-klub-483327/event.html,http://bg.content.eventim.com/static/uploaded/bg/9837_200_200.jpg
ПАКЕТЕН БИЛЕТ - DIEMA XTRA Sofia Open,"Sports hall ""Arena Armeec"":Sofia",2018-02-04,http://www.eventim.bg/bg/bileti/diema-xtra-sofia-open-2018-sofia-sports-hall-arena-armeec-223/events.html,http://bg.content.eventim.com/static/uploaded/bg/baah_300_300.jpg
DIEMA XTRA Sofia Open - 4.2.2018,"Sports hall ""Arena Armeec"":Sofia",2018-02-04 12:00,http://www.eventim.bg/bg/bileti/diema-xtra-sofia-open-2018-sofia-sports-hall-arena-armeec-223/events.html,http://bg.content.eventim.com/static/uploaded/bg/baah_300_300.jpg
DIEMA XTRA Sofia Open - 5.2.2018,"Sports hall ""Arena Armeec"":Sofia",2018-02-05 12:00,http://www.eventim.bg/bg/bileti/diema-xtra-sofia-open-2018-sofia-sports-hall-arena-armeec-223/events.html,http://bg.content.eventim.com/static/uploaded/bg/baah_300_300.jpg
DIEMA XTRA Sofia Open - 6.2.2018,"Sports hall ""Arena Armeec"":Sofia",2018-02-06 12:00,http://www.eventim.bg/bg/bileti/diema-xtra-sofia-open-2018-sofia-sports-hall-arena-armeec-223/events.html,http://bg.content.eventim.com/static/uploaded/bg/baah_300_300.jpg
DIEMA XTRA Sofia Open - 7.2.2018,"Sports hall ""Arena Armeec"":Sofia",2018-02-07 12:00,http://www.eventim.bg/bg/bileti/diema-xtra-sofia-open-2018-sofia-sports-hall-arena-armeec-223/events.html,http://bg.content.eventim.com/static/uploaded/bg/baah_300_300.jpg
DIEMA XTRA Sofia Open - 8.2.2018,"Sports hall ""Arena Armeec"":Sofia",2018-02-08 12:00,http://www.eventim.bg/bg/bileti/diema-xtra-sofia-open-2018-sofia-sports-hall-arena-armeec-223/events.html,http://bg.content.eventim.com/static/uploaded/bg/baah_300_300.jpg
DIEMA XTRA Sofia Open - 9.2.2018,"Sports hall ""Arena Armeec"":Sofia",2018-02-09 12:00,http://www.eventim.bg/bg/bileti/diema-xtra-sofia-open-2018-sofia-sports-hall-arena-armeec-223/events.html,http://bg.content.eventim.com/static/uploaded/bg/baah_300_300.jpg
DIEMA XTRA Sofia Open - 10.2.2018,"Sports hall ""Arena Armeec"":Sofia",2018-02-10 14:00,http://www.eventim.bg/bg/bileti/diema-xtra-sofia-open-2018-sofia-sports-hall-arena-armeec-223/events.html,http://bg.content.eventim.com/static/uploaded/bg/baah_300_300.jpg
DIEMA XTRA Sofia Open - 11.2.2018,"Sports hall ""Arena Armeec"":Sofia",2018-02-11 14:00,http://www.eventim.bg/bg/bileti/diema-xtra-sofia-open-2018-sofia-sports-hall-arena-armeec-223/events.html,http://bg.content.eventim.com/static/uploaded/bg/baah_300_300.jpg
ВСИЧКО ИЛИ НИЩО,Общинска зала Ямбол:Ямбол,2018-02-06 19:00,http://www.eventim.bg/bg/bileti/bsicko-ili-nio--panagrie-sevlievo-sumen-haskovo-plovdiv-194/events.html,http://bg.content.eventim.com/static/uploaded/bg/pfo8_300_300.jpg
ВСИЧКО ИЛИ НИЩО,Theatro:София,2018-02-27 19:00,http://www.eventim.bg/bg/bileti/bsicko-ili-nio--panagrie-sevlievo-sumen-haskovo-plovdiv-194/events.html,http://bg.content.eventim.com/static/uploaded/bg/pfo8_300_300.jpg
ВСИЧКО ИЛИ НИЩО,Театър Дом - Паметник:Панагюрище,2018-02-28 19:00,http://www.eventim.bg/bg/bileti/bsicko-ili-nio--panagrie-sevlievo-sumen-haskovo-plovdiv-194/events.html,http://bg.content.eventim.com/static/uploaded/bg/pfo8_300_300.jpg
РИГОЛЕТО,Опера Бургас:Бургас,2018-02-06 19:00,http://www.eventim.bg/bg/bileti/drzavna-opera-burgas-burgas-224/events.html,http://bg.content.eventim.com/static/uploaded/bg/o1f5_300_300.jpg
Да хвърлим операта в джаза,Опера Бургас:Бургас,2018-02-08 19:00,http://www.eventim.bg/bg/bileti/drzavna-opera-burgas-burgas-224/events.html,http://bg.content.eventim.com/static/uploaded/bg/o1f5_300_300.jpg
ТРАВИАТА,Опера Бургас:Бургас,2018-02-16 19:00,http://www.eventim.bg/bg/bileti/drzavna-opera-burgas-burgas-224/events.html,http://bg.content.eventim.com/static/uploaded/bg/o1f5_300_300.jpg
"Пинокио"" - Премиера",Опера Бургас:Бургас,2018-02-24 11:00,http://www.eventim.bg/bg/bileti/drzavna-opera-burgas-burgas-224/events.html,http://bg.content.eventim.com/static/uploaded/bg/o1f5_300_300.jpg
Бродуей ще полудей,Опера Бургас:Бургас,2018-02-26 19:00,http://www.eventim.bg/bg/bileti/drzavna-opera-burgas-burgas-224/events.html,http://bg.content.eventim.com/static/uploaded/bg/o1f5_300_300.jpg
Барок и класика,Bulgaria Hall:Sofia,2018-02-07 19:00,http://www.eventim.bg/bg/bileti/barok-i-klasika-sofia-bulgaria-hall-483959/event.html,http://bg.content.eventim.com/static/uploaded/bg/jn2l_200_200.jpg
HARLEM SHAKE,Нов театър НДК:София,2018-02-07 19:00,http://www.eventim.bg/bg/bileti/harlem-shake-sofi-nov-teatr-ndk-484031/event.html,http://bg.content.eventim.com/static/uploaded/bg/bemx_200_200.jpg
"Сара Чанг цигулка, Найден Тодоров диригент",Bulgaria Hall:Sofia,2018-02-08 19:00,http://www.eventim.bg/bg/bileti/sara-cang-sofia-bulgaria-hall-482521/event.html,http://bg.content.eventim.com/static/uploaded/bg/pfs3_200_200.jpg
Хип хоп награди - 359 AWARDS 2018,EFE Hotel Marinela:Sofia,2018-02-08 20:00,http://www.eventim.bg/bg/bileti/hip-hop-nagradi-359-awards-2018-sofia-efe-hotel-marinela-483072/event.html,http://bg.content.eventim.com/static/uploaded/bg/qxo1_200_200.jpg
"Строежа представя: PIRANHA, VAN COCK & PAPERWINGS",Клуб Строежа:София,2018-02-08 22:30,http://www.eventim.bg/bg/bileti/stroeza-predstav-piranha-sofi-klub-483326/event.html,http://bg.content.eventim.com/static/uploaded/bg/g7z8_200_200.jpg
Club Terminal 1 представя : PEARL JAM - Live Tribute,клуб Терминал 1:София,2018-02-08 22:30,http://www.eventim.bg/bg/bileti/pearl-jam-live-tribute-sofi-klub-terminal-1-483768/event.html,http://bg.content.eventim.com/static/uploaded/bg/ih1b_200_200.jpg
Шегите на времето /Преди и сега,Theatro:София,2018-02-09 19:00,http://www.eventim.bg/bg/bileti/segite-na-vremeto-predi-i-sega-sofi-theatro-450612/event.html,http://bg.content.eventim.com/static/uploaded/bg/2fdo_200_200.jpg
Луд Гидия,ДЪРЖАВНА ОПЕРА РУСЕ:Русе,2018-02-09 19:00,http://www.eventim.bg/bg/bileti/lud-gidi-ruse-drzabna-opera-484001/event.html,http://bg.content.eventim.com/static/uploaded/bg/f012_200_200.jpg
Луд Гидия,ДЪРЖАВНА ОПЕРА РУСЕ:Русе,2018-02-23 19:00,http://www.eventim.bg/bg/bileti/lud-gidi-ruse-drzabna-opera-484001/event.html,http://bg.content.eventim.com/static/uploaded/bg/f012_200_200.jpg
"ПИЛЕТО, КОЕТО КАЗВА КУ",Нов театър НДК:София,2018-02-09 19:30,http://www.eventim.bg/bg/bileti/pileto-koeto-kazba-ku--sofi-222/events.html,http://bg.content.eventim.com/static/uploaded/bg/6sh1_300_300.jpg
"ПИЛЕТО, КОЕТО КАЗВА КУ",Нов театър НДК:София,2018-02-23 19:30,http://www.eventim.bg/bg/bileti/pileto-koeto-kazba-ku--sofi-222/events.html,http://bg.content.eventim.com/static/uploaded/bg/6sh1_300_300.jpg
ARKONA,Club MIXTAPE 5:Sofia,2018-02-10 19:00,http://www.eventim.bg/bg/bileti/arkona-sofia-club-mixtape-5-475661/event.html,http://bg.content.eventim.com/static/uploaded/bg/g0am_200_200.jpg
МОРСКА СОЛ,Theatro:София,2018-02-10 19:00,http://www.eventim.bg/bg/bileti/morska-sol-sofi-theatro-482214/event.html,http://bg.content.eventim.com/static/uploaded/bg/nm5v_200_200.jpg
ГЪЛТАЙ!,Руски културен център:Munchen,2018-02-10 19:00,http://www.eventim.bg/bg/bileti/glta-munchen-ruski-kulturen-centr-483379/event.html,http://bg.content.eventim.com/static/uploaded/bg/1piz_200_200.jpg
SVETLIO & THE LEGENDS,клуб Терминал 1:София,2018-02-10 22:30,http://www.eventim.bg/bg/bileti/terminal-1-predstavsvetliothe-legends-sofi-klub-483301/event.html,http:
SEVDALIZA,ДНК - София:Sofia,2018-02-10 23:00,http://www.eventim.bg/bg/bileti/sevdaliza-sofia-dnk-sofi-481890/event.html,http://bg.content.eventim.com/static/uploaded/bg/amdu_200_200.jpg
ГРАФА в Sofia Live Club,Sofia Live Club:Sofia,2018-02-10 23:00,http://www.eventim.bg/bg/bileti/grafa-sofia-live-club-482962/event.html,http://bg.content.eventim.com/static/uploaded/bg/18zt_200_200.jpg
Солистите от Софийска филхармония,Bulgaria Hall:Sofia,2018-02-11 19:00,http://www.eventim.bg/bg/bileti/solistite-ot-sofiska-filharmoni-sofia-bulgaria-hall-483956/event.html,http://bg.content.eventim.com/static/uploaded/bg/y3ef_200_200.jpg
ГЪЛТАЙ!,Зала 52/53:Mannheim,2018-02-11 19:00,http://www.eventim.bg/bg/bileti/glta-mannheim-zala-5253-484295/event.html,http://bg.content.eventim.com/static/uploaded/bg/1piz_200_200.jpg
БРАТЯ САФРОНОВИ - ШОУ МЪЛНИЯ - София,"National Palace of Culture, Hall 1:Sofia",2018-02-11 20:00,http://www.eventim.bg/bg/bileti/safronov-brothers-varnabarna-sofia-226/events.html,http:
